step,tenant_id,workload_type,gpu_type,gpu_hours,provider_id,accepted,price_usd_per_hour,latency_ms,reason
2,tenant-render,3d_rendering,RTX4090,2.847,vast,1,0.8,380.0,ok
2,tenant-render,3d_rendering,RTX4090,2.723,vast,1,0.8,380.0,ok
2,tenant-render,3d_rendering,RTX4090,1.101,vast,1,0.8,380.0,ok
2,tenant-render,general_compute,A100,1.754,vast,1,1.4,380.0,ok
2,tenant-render,general_compute,A100,1.89,vast,1,1.4,380.0,ok
2,tenant-render,general_compute,A100,0.749,vast,1,1.4,380.0,ok
2,tenant-dao,llm_inference,A100,0.371,flux,1,1.7,330.0,ok
2,tenant-dao,llm_inference,A100,0.247,flux,1,1.7,330.0,ok
2,tenant-dao,llm_inference,A100,0.988,flux,1,1.7,330.0,ok
2,tenant-dao,llm_inference,A100,0.827,flux,1,1.7,330.0,ok
2,tenant-dao,llm_inference,A100,0.538,akash,1,1.8,300.0,ok
2,tenant-dao,general_compute,A100,1.993,flux,1,1.7,330.0,ok
3,tenant-research,llm_training,H100,5.077,aethir,1,3.5,260.0,ok
3,tenant-research,general_compute,A100,1.369,akash,1,1.8,300.0,ok
3,tenant-research,llm_inference,A100,0.798,akash,1,1.8,300.0,ok
3,tenant-research,llm_training,H100,7.089,aethir,1,3.5,260.0,ok
3,tenant-research,llm_inference,A100,0.882,akash,1,1.8,300.0,ok
3,tenant-research,llm_training,H100,9.725,aethir,1,3.5,260.0,ok
3,tenant-research,llm_training,H100,4.301,aethir,1,3.5,260.0,ok
3,tenant-gaming,llm_inference,A100,0.74,akash,1,1.8,300.0,ok
3,tenant-gaming,cloud_gaming,A100,0.62,akash,1,1.8,300.0,ok
3,tenant-gaming,general_compute,A100,0.869,akash,1,1.8,300.0,ok
3,tenant-gaming,llm_inference,A100,0.696,akash,1,1.8,300.0,ok
3,tenant-gaming,cloud_gaming,A100,1.084,akash,1,1.8,300.0,ok
3,tenant-gaming,llm_inference,A100,0.948,akash,1,1.8,300.0,ok
3,tenant-gaming,cloud_gaming,A100,1.216,akash,1,1.8,300.0,ok
3,tenant-gaming,cloud_gaming,A100,0.896,akash,1,1.8,300.0,ok
3,tenant-gaming,llm_inference,A100,0.44,akash,1,1.8,300.0,ok
3,tenant-gaming,cloud_gaming,A100,1.252,akash,1,1.8,300.0,ok
3,tenant-render,general_compute,A100,1.994,vast,1,1.4,380.0,ok
3,tenant-render,3d_rendering,RTX4090,1.426,vast,1,0.8,380.0,ok
3,tenant-render,3d_rendering,RTX4090,2.867,vast,1,0.8,380.0,ok
3,tenant-render,general_compute,A100,1.819,vast,1,1.4,380.0,ok
3,tenant-render,3d_rendering,RTX4090,1.315,vast,1,0.8,380.0,ok
3,tenant-render,general_compute,A100,1.555,vast,1,1.4,380.0,ok
3,tenant-render,3d_rendering,RTX4090,2.974,render,1,0.9,420.0,ok
3,tenant-render,3d_rendering,RTX4090,1.016,vast,1,0.8,380.0,ok
3,tenant-render,general_compute,A100,0.949,vast,1,1.4,380.0,ok
3,tenant-dao,general_compute,A100,1.908,akash,1,1.8,300.0,ok
3,tenant-dao,llm_inference,A100,0.292,flux,1,1.7,330.0,ok
3,tenant-dao,llm_inference,A100,0.643,flux,1,1.7,330.0,ok
3,tenant-dao,llm_inference,A100,0.684,akash,1,1.8,300.0,ok
3,tenant-dao,general_compute,A100,0.805,flux,1,1.7,330.0,ok
3,tenant-dao,general_compute,A100,0.896,akash,1,1.8,300.0,ok
4,tenant-research,general_compute,A100,0.638,akash,1,1.8,300.0,ok
4,tenant-research,llm_inference,A100,0.421,akash,1,1.8,300.0,ok
4,tenant-research,llm_training,H100,8.398,aethir,1,3.5,260.0,ok
4,tenant-research,3d_rendering,RTX4090,1.524,render,1,0.9,420.0,ok
4,tenant-research,general_compute,A100,1.328,akash,1,1.8,300.0,ok
4,tenant-gaming,cloud_gaming,A100,0.51,akash,1,1.8,300.0,ok
4,tenant-gaming,cloud_gaming,A100,1.383,akash,1,1.8,300.0,ok
4,tenant-gaming,general_compute,A100,1.318,akash,1,1.8,300.0,ok
4,tenant-gaming,general_compute,A100,1.374,akash,1,1.8,300.0,ok
4,tenant-gaming,cloud_gaming,A100,0.627,akash,1,1.8,300.0,ok
4,tenant-gaming,cloud_gaming,A100,1.399,akash,1,1.8,300.0,ok
4,tenant-gaming,llm_inference,A100,0.889,akash,1,1.8,300.0,ok
4,tenant-gaming,general_compute,A100,0.815,akash,1,1.8,300.0,ok
4,tenant-gaming,cloud_gaming,A100,0.603,akash,1,1.8,300.0,ok
4,tenant-gaming,llm_inference,A100,0.907,akash,1,1.8,300.0,ok
4,tenant-gaming,cloud_gaming,A100,1.121,akash,1,1.8,300.0,ok
4,tenant-gaming,cloud_gaming,A100,1.43,akash,1,1.8,300.0,ok
4,tenant-render,general_compute,A100,1.822,vast,1,1.4,380.0,ok
4,tenant-render,3d_rendering,RTX4090,2.473,vast,1,0.8,380.0,ok
4,tenant-render,3d_rendering,RTX4090,2.862,vast,1,0.8,380.0,ok
4,tenant-render,general_compute,A100,1.796,vast,1,1.4,380.0,ok
4,tenant-render,general_compute,A100,0.9,vast,1,1.4,380.0,ok
4,tenant-render,general_compute,A100,0.662,vast,1,1.4,380.0,ok
4,tenant-render,general_compute,A100,1.788,vast,1,1.4,380.0,ok
4,tenant-render,3d_rendering,RTX4090,2.633,render,1,0.9,420.0,ok
4,tenant-render,3d_rendering,RTX4090,1.61,vast,1,0.8,380.0,ok
4,tenant-render,general_compute,A100,0.841,vast,1,1.4,380.0,ok
4,tenant-render,3d_rendering,RTX4090,1.386,render,1,0.9,420.0,ok
4,tenant-dao,llm_inference,A100,0.891,flux,1,1.7,330.0,ok
5,tenant-research,3d_rendering,RTX4090,1.799,render,1,0.9,420.0,ok
5,tenant-research,general_compute,A100,1.304,akash,1,1.8,300.0,ok
5,tenant-research,general_compute,A100,0.673,akash,1,1.8,300.0,ok
5,tenant-research,general_compute,A100,0.768,akash,1,1.8,300.0,ok
5,tenant-research,general_compute,A100,0.898,akash,1,1.8,300.0,ok
5,tenant-research,llm_training,H100,6.042,aethir,1,3.5,260.0,ok
5,tenant-research,general_compute,A100,0.971,akash,1,1.8,300.0,ok
5,tenant-research,3d_rendering,RTX4090,2.023,render,1,0.9,420.0,ok
5,tenant-research,llm_inference,A100,0.661,akash,1,1.8,300.0,ok
5,tenant-research,llm_training,H100,7.961,aethir,1,3.5,260.0,ok
5,tenant-research,llm_training,H100,9.479,aethir,1,3.5,260.0,ok
5,tenant-gaming,llm_inference,A100,0.776,akash,1,1.8,300.0,ok
5,tenant-gaming,llm_inference,A100,0.737,akash,1,1.8,300.0,ok
5,tenant-gaming,cloud_gaming,A100,0.57,akash,1,1.8,300.0,ok
5,tenant-gaming,llm_inference,A100,0.464,akash,1,1.8,300.0,ok
5,tenant-gaming,cloud_gaming,A100,1.348,akash,1,1.8,300.0,ok
5,tenant-gaming,llm_inference,A100,0.44,akash,1,1.8,300.0,ok
5,tenant-gaming,cloud_gaming,A100,0.908,akash,1,1.8,300.0,ok
5,tenant-gaming,cloud_gaming,A100,0.796,akash,1,1.8,300.0,ok
5,tenant-gaming,cloud_gaming,A100,0.92,akash,1,1.8,300.0,ok
5,tenant-gaming,general_compute,A100,1.516,akash,1,1.8,300.0,ok
5,tenant-gaming,general_compute,A100,1.423,akash,1,1.8,300.0,ok
5,tenant-render,3d_rendering,RTX4090,1.574,vast,1,0.8,380.0,ok
5,tenant-render,3d_rendering,RTX4090,2.16,vast,1,0.8,380.0,ok
5,tenant-render,3d_rendering,RTX4090,1.93,vast,1,0.8,380.0,ok
5,tenant-render,3d_rendering,RTX4090,1.427,vast,1,0.8,380.0,ok
5,tenant-render,3d_rendering,RTX4090,2.802,vast,1,0.8,380.0,ok
5,tenant-render,general_compute,A100,0.755,vast,1,1.4,380.0,ok
5,tenant-render,3d_rendering,RTX4090,2.031,vast,1,0.8,380.0,ok
5,tenant-dao,general_compute,A100,1.003,flux,1,1.7,330.0,ok
5,tenant-dao,general_compute,A100,1.627,flux,1,1.7,330.0,ok
5,tenant-dao,general_compute,A100,0.837,akash,1,1.8,300.0,ok
5,tenant-dao,llm_inference,A100,0.22,akash,1,1.8,300.0,ok
5,tenant-dao,llm_inference,A100,0.58,akash,1,1.8,300.0,ok
5,tenant-dao,general_compute,A100,0.609,akash,1,1.8,300.0,ok
5,tenant-dao,llm_inference,A100,0.704,flux,1,1.7,330.0,ok
5,tenant-dao,llm_inference,A100,0.757,akash,1,1.8,300.0,ok
6,tenant-research,3d_rendering,RTX4090,1.011,render,1,0.9,420.0,ok
6,tenant-research,general_compute,A100,1.655,akash,1,1.8,300.0,ok
6,tenant-research,llm_training,H100,5.976,aethir,1,3.5,260.0,ok
6,tenant-research,llm_training,H100,9.706,aethir,1,3.5,260.0,ok
6,tenant-research,llm_inference,A100,0.24,akash,1,1.8,300.0,ok
6,tenant-research,llm_training,H100,8.938,aethir,1,3.5,260.0,ok
6,tenant-research,llm_inference,A100,0.841,akash,1,1.8,300.0,ok
6,tenant-research,3d_rendering,RTX4090,2.976,render,1,0.9,420.0,ok
6,tenant-gaming,llm_inference,A100,0.96,akash,1,1.8,300.0,ok
6,tenant-gaming,general_compute,A100,1.419,akash,1,1.8,300.0,ok
6,tenant-gaming,llm_inference,A100,0.604,akash,1,1.8,300.0,ok
6,tenant-gaming,general_compute,A100,1.322,akash,1,1.8,300.0,ok
6,tenant-gaming,general_compute,A100,1.615,akash,1,1.8,300.0,ok
6,tenant-gaming,llm_inference,A100,0.407,akash,1,1.8,300.0,ok
6,tenant-gaming,cloud_gaming,A100,1.138,akash,1,1.8,300.0,ok
6,tenant-gaming,llm_inference,A100,0.617,akash,1,1.8,300.0,ok
6,tenant-gaming,llm_inference,A100,0.42,akash,1,1.8,300.0,ok
6,tenant-gaming,cloud_gaming,A100,0.786,akash,1,1.8,300.0,ok
6,tenant-gaming,cloud_gaming,A100,0.82,akash,1,1.8,300.0,ok
6,tenant-gaming,llm_inference,A100,0.311,akash,1,1.8,300.0,ok
6,tenant-render,general_compute,A100,0.596,vast,1,1.4,380.0,ok
6,tenant-render,3d_rendering,RTX4090,2.085,vast,1,0.8,380.0,ok
6,tenant-render,3d_rendering,RTX4090,1.414,vast,1,0.8,380.0,ok
6,tenant-render,3d_rendering,RTX4090,2.81,vast,1,0.8,380.0,ok
6,tenant-render,3d_rendering,RTX4090,2.391,vast,1,0.8,380.0,ok
6,tenant-render,general_compute,A100,1.648,vast,1,1.4,380.0,ok
6,tenant-render,3d_rendering,RTX4090,1.012,vast,1,0.8,380.0,ok
6,tenant-render,3d_rendering,RTX4090,2.507,vast,1,0.8,380.0,ok
6,tenant-dao,general_compute,A100,1.93,flux,1,1.7,330.0,ok
6,tenant-dao,llm_inference,A100,0.798,akash,1,1.8,300.0,ok
6,tenant-dao,llm_inference,A100,0.683,akash,1,1.8,300.0,ok
6,tenant-dao,llm_inference,A100,0.376,akash,1,1.8,300.0,ok
6,tenant-dao,llm_inference,A100,0.223,akash,1,1.8,300.0,ok
6,tenant-dao,llm_inference,A100,0.743,akash,1,1.8,300.0,ok
6,tenant-dao,llm_inference,A100,0.332,flux,1,1.7,330.0,ok
6,tenant-dao,llm_inference,A100,0.302,akash,1,1.8,300.0,ok
6,tenant-dao,general_compute,A100,0.54,akash,1,1.8,300.0,ok
7,tenant-research,llm_training,H100,7.499,aethir,1,3.5,260.0,ok
7,tenant-research,llm_training,H100,6.232,aethir,1,3.5,260.0,ok
7,tenant-research,llm_training,H100,5.654,aethir,1,3.5,260.0,ok
7,tenant-research,llm_training,H100,5.288,aethir,1,3.5,260.0,ok
7,tenant-research,general_compute,A100,1.069,akash,1,1.8,300.0,ok
7,tenant-research,general_compute,A100,1.748,akash,1,1.8,300.0,ok
7,tenant-research,llm_training,H100,3.573,aethir,1,3.5,260.0,ok
7,tenant-gaming,cloud_gaming,A100,1.039,akash,1,1.8,300.0,ok
7,tenant-gaming,general_compute,A100,1.025,akash,1,1.8,300.0,ok
7,tenant-gaming,llm_inference,A100,0.825,akash,1,1.8,300.0,ok
7,tenant-gaming,llm_inference,A100,0.803,akash,1,1.8,300.0,ok
7,tenant-gaming,general_compute,A100,0.799,akash,1,1.8,300.0,ok
7,tenant-gaming,cloud_gaming,A100,0.652,akash,1,1.8,300.0,ok
7,tenant-gaming,cloud_gaming,A100,1.169,akash,1,1.8,300.0,ok
7,tenant-gaming,llm_inference,A100,0.374,akash,1,1.8,300.0,ok
7,tenant-gaming,llm_inference,A100,0.814,akash,1,1.8,300.0,ok
7,tenant-gaming,cloud_gaming,A100,1.107,akash,1,1.8,300.0,ok
7,tenant-gaming,llm_inference,A100,0.292,akash,1,1.8,300.0,ok
7,tenant-gaming,general_compute,A100,1.947,akash,1,1.8,300.0,ok
7,tenant-gaming,cloud_gaming,A100,0.526,akash,1,1.8,300.0,ok
7,tenant-render,general_compute,A100,1.095,vast,1,1.4,380.0,ok
7,tenant-render,general_compute,A100,0.614,vast,1,1.4,380.0,ok
7,tenant-render,3d_rendering,RTX4090,2.254,vast,1,0.8,380.0,ok
7,tenant-render,3d_rendering,RTX4090,2.545,vast,1,0.8,380.0,ok
7,tenant-render,general_compute,A100,1.401,vast,1,1.4,380.0,ok
7,tenant-render,3d_rendering,RTX4090,2.968,vast,1,0.8,380.0,ok
7,tenant-dao,general_compute,A100,1.021,flux,1,1.7,330.0,ok
7,tenant-dao,llm_inference,A100,0.496,akash,1,1.8,300.0,ok
7,tenant-dao,llm_inference,A100,0.473,flux,1,1.7,330.0,ok
7,tenant-dao,general_compute,A100,1.733,akash,1,1.8,300.0,ok
7,tenant-dao,llm_inference,A100,0.969,flux,1,1.7,330.0,ok
7,tenant-dao,general_compute,A100,1.743,akash,1,1.8,300.0,ok
7,tenant-dao,general_compute,A100,1.153,flux,1,1.7,330.0,ok
7,tenant-dao,general_compute,A100,1.948,akash,1,1.8,300.0,ok
8,tenant-research,llm_inference,A100,0.587,akash,1,1.8,300.0,ok
8,tenant-research,llm_inference,A100,0.785,akash,1,1.8,300.0,ok
8,tenant-research,llm_training,H100,8.962,aethir,1,3.5,260.0,ok
8,tenant-research,general_compute,A100,0.63,akash,1,1.8,300.0,ok
8,tenant-research,general_compute,A100,0.866,akash,1,1.8,300.0,ok
8,tenant-research,llm_inference,A100,0.688,akash,1,1.8,300.0,ok
8,tenant-research,llm_inference,A100,0.223,akash,1,1.8,300.0,ok
8,tenant-research,general_compute,A100,0.773,akash,1,1.8,300.0,ok
8,tenant-research,llm_training,H100,8.585,aethir,1,3.5,260.0,ok
8,tenant-gaming,cloud_gaming,A100,1.38,akash,1,1.8,300.0,ok
8,tenant-gaming,llm_inference,A100,0.421,akash,1,1.8,300.0,ok
8,tenant-gaming,cloud_gaming,A100,1.448,akash,1,1.8,300.0,ok
8,tenant-gaming,cloud_gaming,A100,1.22,akash,1,1.8,300.0,ok
8,tenant-gaming,llm_inference,A100,0.807,akash,1,1.8,300.0,ok
8,tenant-gaming,llm_inference,A100,0.717,akash,1,1.8,300.0,ok
8,tenant-gaming,llm_inference,A100,0.834,akash,1,1.8,300.0,ok
8,tenant-gaming,cloud_gaming,A100,0.722,akash,1,1.8,300.0,ok
8,tenant-gaming,llm_inference,A100,0.445,akash,1,1.8,300.0,ok
8,tenant-gaming,llm_inference,A100,0.579,akash,1,1.8,300.0,ok
8,tenant-gaming,llm_inference,A100,0.54,akash,1,1.8,300.0,ok
8,tenant-gaming,llm_inference,A100,0.465,akash,1,1.8,300.0,ok
8,tenant-gaming,llm_inference,A100,0.417,akash,1,1.8,300.0,ok
8,tenant-gaming,cloud_gaming,A100,0.621,akash,1,1.8,300.0,ok
8,tenant-gaming,cloud_gaming,A100,0.62,akash,1,1.8,300.0,ok
8,tenant-render,3d_rendering,RTX4090,1.433,vast,1,0.8,380.0,ok
8,tenant-render,3d_rendering,RTX4090,2.449,vast,1,0.8,380.0,ok
8,tenant-render,general_compute,A100,1.287,vast,1,1.4,380.0,ok
8,tenant-render,3d_rendering,RTX4090,1.201,vast,1,0.8,380.0,ok
8,tenant-dao,llm_inference,A100,0.382,flux,1,1.7,330.0,ok
8,tenant-dao,llm_inference,A100,0.211,flux,1,1.7,330.0,ok
8,tenant-dao,llm_inference,A100,0.419,flux,1,1.7,330.0,ok
8,tenant-dao,general_compute,A100,1.33,flux,1,1.7,330.0,ok
8,tenant-dao,general_compute,A100,0.689,akash,1,1.8,300.0,ok
9,tenant-research,general_compute,A100,1.361,akash,1,1.8,300.0,ok
9,tenant-research,llm_inference,A100,0.552,akash,1,1.8,300.0,ok
9,tenant-research,llm_training,H100,3.36,aethir,1,3.5,260.0,ok
9,tenant-research,general_compute,A100,1.217,akash,1,1.8,300.0,ok
9,tenant-research,general_compute,A100,1.101,akash,1,1.8,300.0,ok
9,tenant-research,llm_training,H100,7.406,aethir,1,3.5,260.0,ok
9,tenant-research,llm_training,H100,4.044,aethir,1,3.5,260.0,ok
9,tenant-research,llm_inference,A100,0.443,akash,1,1.8,300.0,ok
9,tenant-research,general_compute,A100,0.678,akash,1,1.8,300.0,ok
9,tenant-research,general_compute,A100,1.409,akash,1,1.8,300.0,ok
9,tenant-research,general_compute,A100,0.839,akash,1,1.8,300.0,ok
9,tenant-gaming,llm_inference,A100,0.56,akash,1,1.8,300.0,ok
9,tenant-gaming,cloud_gaming,A100,1.36,akash,1,1.8,300.0,ok
9,tenant-gaming,general_compute,A100,0.958,akash,1,1.8,300.0,ok
9,tenant-gaming,llm_inference,A100,0.688,akash,1,1.8,300.0,ok
9,tenant-gaming,llm_inference,A100,0.958,akash,1,1.8,300.0,ok
9,tenant-gaming,cloud_gaming,A100,0.711,akash,1,1.8,300.0,ok
9,tenant-gaming,llm_inference,A100,0.326,akash,1,1.8,300.0,ok
9,tenant-gaming,cloud_gaming,A100,0.575,akash,1,1.8,300.0,ok
9,tenant-gaming,cloud_gaming,A100,0.951,akash,1,1.8,300.0,ok
9,tenant-gaming,llm_inference,A100,0.433,akash,1,1.8,300.0,ok
9,tenant-render,general_compute,A100,1.181,vast,1,1.4,380.0,ok
9,tenant-render,3d_rendering,RTX4090,2.848,vast,1,0.8,380.0,ok
9,tenant-render,general_compute,A100,1.438,vast,1,1.4,380.0,ok
9,tenant-render,3d_rendering,RTX4090,2.867,vast,1,0.8,380.0,ok
9,tenant-render,3d_rendering,RTX4090,2.089,vast,1,0.8,380.0,ok
9,tenant-render,3d_rendering,RTX4090,2.817,render,1,0.9,420.0,ok
9,tenant-render,general_compute,A100,0.607,vast,1,1.4,380.0,ok
9,tenant-render,3d_rendering,RTX4090,1.615,vast,1,0.8,380.0,ok
9,tenant-dao,general_compute,A100,1.354,flux,1,1.7,330.0,ok
9,tenant-dao,llm_inference,A100,0.299,flux,1,1.7,330.0,ok
9,tenant-dao,general_compute,A100,1.55,akash,1,1.8,300.0,ok
9,tenant-dao,general_compute,A100,1.251,flux,1,1.7,330.0,ok
9,tenant-dao,llm_inference,A100,0.264,akash,1,1.8,300.0,ok
9,tenant-dao,llm_inference,A100,0.546,akash,1,1.8,300.0,ok
9,tenant-dao,llm_inference,A100,0.4,flux,1,1.7,330.0,ok
9,tenant-dao,llm_inference,A100,0.97,akash,1,1.8,300.0,ok
9,tenant-dao,general_compute,A100,1.363,flux,1,1.7,330.0,ok
10,tenant-research,3d_rendering,RTX4090,1.539,render,1,0.9,420.0,ok
10,tenant-research,llm_training,H100,8.294,aethir,1,3.5,260.0,ok
10,tenant-research,llm_inference,A100,0.721,akash,1,1.8,300.0,ok
10,tenant-research,general_compute,A100,0.772,akash,1,1.8,300.0,ok
10,tenant-research,llm_inference,A100,0.708,akash,1,1.8,300.0,ok
10,tenant-research,llm_inference,A100,0.273,akash,1,1.8,300.0,ok
10,tenant-research,llm_inference,A100,0.467,akash,1,1.8,300.0,ok
10,tenant-research,3d_rendering,RTX4090,2.715,render,1,0.9,420.0,ok
10,tenant-research,llm_inference,A100,0.755,akash,1,1.8,300.0,ok
10,tenant-research,llm_training,H100,9.616,aethir,1,3.5,260.0,ok
10,tenant-research,general_compute,A100,1.325,akash,1,1.8,300.0,ok
10,tenant-research,llm_inference,A100,0.452,akash,1,1.8,300.0,ok
10,tenant-research,llm_inference,A100,0.976,akash,1,1.8,300.0,ok
10,tenant-research,llm_inference,A100,0.612,akash,1,1.8,300.0,ok
10,tenant-research,general_compute,A100,1.486,akash,1,1.8,300.0,ok
10,tenant-research,llm_inference,A100,0.531,akash,1,1.8,300.0,ok
10,tenant-research,llm_training,H100,5.532,aethir,1,3.5,260.0,ok
10,tenant-gaming,llm_inference,A100,0.7,akash,1,1.8,300.0,ok
10,tenant-gaming,llm_inference,A100,0.363,akash,1,1.8,300.0,ok
10,tenant-gaming,llm_inference,A100,0.942,akash,1,1.8,300.0,ok
